,Lines,Lon,VehicleNumber,Time,Lat,Brigade,Speed
28286,219,21.148563,1000,2024-02-19 10:27:30,52.186763,1,51.13552474561627
35363,213,21.1241483,1005,2024-02-19 10:29:47,52.2149551,4,51.10563152693265
49507,213,21.100349,1005,2024-02-19 10:33:44,52.215743,4,95.48281536500356
3544,L-8,20.944074,10071,2024-02-19 10:20:05,52.399755,1,51.749567775368284
38902,L-8,21.0014546,10071,2024-02-19 10:30:44,52.3955285,1,50.63158424039153
3547,L24,21.0382961,10074,2024-02-19 10:20:07,52.0628696,696,55.083570720442374
12384,L-8,21.0434841,10075,2024-02-19 10:22:50,52.3968056,02,55.46606804688708
30066,L-8,21.0413773,10075,2024-02-19 10:28:07,52.3818278,02,54.229205814282196
47745,L-8,21.0450868,10075,2024-02-19 10:33:26,52.3944158,02,51.15644274892839
22995,213,21.102954,1009,2024-02-19 10:26:03,52.2134421,2,51.64820622938609
40683,192,21.017729,1021,2024-02-19 10:31:11,52.159069,1,56.042782923465595
42450,192,21.017715,1021,2024-02-19 10:31:40,52.163418,1,60.031573930076746
44217,192,21.01829,1021,2024-02-19 10:32:11,52.167637,1,54.66980738936311
30078,192,21.017467,1024,2024-02-19 10:28:09,52.167744,5,54.2829280967027
31846,192,21.0171287,1024,2024-02-19 10:28:40,52.1629356,5,62.148464544764515
33614,192,21.0172734,1024,2024-02-19 10:29:15,52.157788,5,58.88284479715994
35382,192,21.017566,1024,2024-02-19 10:29:44,52.153667,5,56.93820230252945
26544,263,21.0175957,1026,2024-02-19 10:27:13,52.1590047,06,54.487724526356644
28312,263,21.017536,1026,2024-02-19 10:27:33,52.1619759,06,59.47334328925224
30080,263,21.0174632,1026,2024-02-19 10:28:08,52.1664809,06,51.527083256809476
12417,107,21.082555,1045,2024-02-19 10:22:47,52.1904983,4,51.55052232005881
8888,228,20.911663,1051,2024-02-19 10:21:23,52.205453,1,51.36886207616249
33651,263,21.105207,1062,2024-02-19 10:29:10,52.161396,4,50.113442599222
12436,108,21.083061,1065,2024-02-19 10:22:47,52.190582,5,52.53831019747323
47801,107,21.047968,1069,2024-02-19 10:33:26,52.208744,6,55.17920586763682
35431,200,21.1034684,1074,2024-02-19 10:29:47,52.1184876,2,62.57739983672957
37199,200,21.0989994,1074,2024-02-19 10:30:12,52.1214111,2,64.20112503534078
38967,200,21.0961897,1074,2024-02-19 10:30:42,52.1254625,2,58.75584665679701
40735,200,21.0982454,1074,2024-02-19 10:31:17,52.130401,2,58.2976194202246
46037,200,21.0962889,1074,2024-02-19 10:33:03,52.1429309,2,52.721226932527436
47806,200,21.094378,1074,2024-02-19 10:33:26,52.145866,2,55.00999449770722
42511,303,20.9324818,1109,2024-02-19 10:31:41,52.306357,1,56.08220827258017
1856,197,21.0028166,1118,2024-02-19 10:19:38,52.2664836,010,61.613906744063854
3623,197,21.0052621,1118,2024-02-19 10:20:03,52.262478,010,68.4689797104496
5390,197,21.0087683,1118,2024-02-19 10:20:33,52.2579841,010,66.4505110606371
19531,197,21.0150941,1118,2024-02-19 10:24:53,52.2622975,010,62.53504992007592
23068,197,21.026977,1118,2024-02-19 10:25:58,52.2656143,010,51.326208574820384
24837,197,21.03553,1118,2024-02-19 10:26:33,52.26756,010,63.86832366913076
7163,263,21.108349,1201,2024-02-19 10:21:13,52.166527,5,55.179612288348295
14232,263,21.092863,1201,2024-02-19 10:23:32,52.160847,5,57.54677742792818
28382,118,21.032448,1205,2024-02-19 10:27:34,52.230129,4,50.97238164052541
8943,139,21.095427,1216,2024-02-19 10:21:39,52.14381,62,52.0290054206576
10710,139,21.099319,1216,2024-02-19 10:22:27,52.137794,62,53.98105988407693
33695,139,21.1083407,1216,2024-02-19 10:29:15,52.1145454,62,58.03731553635644
44301,139,21.1042887,1216,2024-02-19 10:32:19,52.1059187,62,53.5167939270425
24860,251,21.038471,1221,2024-02-19 10:26:36,52.176487,64,52.98567324998605
17795,183,21.14591,1414,2024-02-19 10:24:34,52.250217,4,52.643112262927815
19563,183,21.15052,1414,2024-02-19 10:24:59,52.252239,4,55.59104242100998
16028,147,21.110312,1415,2024-02-19 10:23:57,52.20739,2,55.48752777600282
19564,147,21.115393,1415,2024-02-19 10:24:59,52.202534,2,65.51026350628545
19567,730,21.300409,1418,2024-02-19 10:24:58,52.181961,52,50.98255260574558
37249,730,21.289064,1418,2024-02-19 10:30:12,52.18029,52,52.92966802616099
42552,730,21.283066,1418,2024-02-19 10:31:45,52.187843,52,55.91617821756994
47866,119,21.063461,1429,2024-02-19 10:33:25,52.202209,1,55.00155823017738
5441,126,21.009253,1505,2024-02-19 10:20:34,52.303726,1,58.454533245176755
24894,115,21.1836983,1520,2024-02-19 10:26:29,52.2474233,4,68.17262675700486
42573,115,21.172058,1520,2024-02-19 10:31:38,52.243094,4,54.33227550173527
19594,183,21.1067167,1526,2024-02-19 10:24:54,52.2414033,1,54.54457566283173
12524,147,21.141698,1528,2024-02-19 10:22:40,52.198283,5,89.96878190520874
16060,147,21.136503,1528,2024-02-19 10:23:40,52.19659,5,75.09716563921981
30207,702,21.191826,1529,2024-02-19 10:28:06,52.136821,2,68.27011072292929
31975,702,21.194005,1529,2024-02-19 10:28:32,52.132643,2,67.54108056904552
37279,702,21.19995,1529,2024-02-19 10:29:52,52.124438,2,94.04009246469703
3693,139,21.09677,1534,2024-02-19 10:19:59,52.1422767,61,54.34973569658472
5460,139,21.0939517,1534,2024-02-19 10:20:31,52.1465967,61,58.2106918997794
42586,139,21.049369,1534,2024-02-19 10:31:37,52.174038,61,66.58583368515065
5466,303,20.930095,1540,2024-02-19 10:20:21,52.307436,3,74.66520173437438
42592,303,20.939815,1540,2024-02-19 10:31:33,52.2807933,3,83.25410306179194
9005,123,21.060095,1544,2024-02-19 10:21:27,52.2504017,6,51.331403668797954
1944,166,21.051098,1553,2024-02-19 10:19:29,52.239473,343,51.351017891174656
19620,169,21.04744,1554,2024-02-19 10:24:50,52.2842283,3,50.22472836748
51448,107,21.0802033,1555,2024-02-19 10:34:22,52.1904883,5,58.1484881646144
33772,166,21.0483681,1804,2024-02-19 10:29:11,52.2452668,5,52.628640240279395
42614,156,21.0701595,1807,2024-02-19 10:31:41,52.2706168,1,54.88956539950405
42619,181,20.9085241,1812,2024-02-19 10:31:45,52.3067105,4,50.84985320029083
44400,173,21.170801,1842,2024-02-19 10:32:15,52.242949,3,50.05610538805751
37336,119,21.182315,1849,2024-02-19 10:30:07,52.2068878,5,62.1459907522044
42640,173,21.2597758,1851,2024-02-19 10:31:37,52.2408883,9,94.89836578059824
21426,181,20.933435,1856,2024-02-19 10:25:21,52.3058816,1,62.716131273250916
42642,181,20.9049955,1856,2024-02-19 10:31:41,52.3007451,1,54.21053197868757
42644,173,21.1198788,1858,2024-02-19 10:31:46,52.2374913,7,51.47482832192423
12590,722,21.125971,1863,2024-02-19 10:22:42,52.234683,61,56.91641604419019
37344,722,21.1683576,1863,2024-02-19 10:30:11,52.2256046,61,59.3883829736673
42647,722,21.1849933,1863,2024-02-19 10:31:41,52.2251216,61,64.39718232733306
44414,722,21.194756,1863,2024-02-19 10:32:16,52.224771,61,68.51492238619369
46182,722,21.2062458,1863,2024-02-19 10:33:01,52.2243186,61,62.73897141347498
49720,722,21.2182555,1863,2024-02-19 10:33:56,52.2238943,61,56.72765096434615
35582,222,21.014257,1906,2024-02-19 10:29:45,52.193165,3,73.79939523264684
7302,251,21.125685,1914,2024-02-19 10:21:09,52.092049,63,57.84782612329958
24999,710,21.0890219,2004,2024-02-19 10:26:39,52.1311007,4,53.55307908359951
30303,710,21.0963087,2004,2024-02-19 10:28:04,52.1269545,4,50.40521442566055
40911,710,21.1116597,2004,2024-02-19 10:31:18,52.1111129,4,56.912820966258906
32074,217,21.070122,2007,2024-02-19 10:28:36,52.154251,3,50.817617123262536
7330,519,21.084528,2016,2024-02-19 10:21:16,52.16555,4,51.81680887688636
26788,709,21.018644,2026,2024-02-19 10:27:11,52.099945,2,51.276576458746646
32092,709,21.018839,2026,2024-02-19 10:28:42,52.092484,2,56.31669302770352
17950,189,21.044584,2030,2024-02-19 10:24:32,52.176231,021,50.84216303351774
48010,189,20.896938,2033,2024-02-19 10:33:24,52.232128,1,51.989473799932156
2051,742,21.189394,2039,2024-02-19 10:19:43,52.024502,1,72.77403761148969
3818,742,21.188423,2039,2024-02-19 10:20:03,52.027176,1,54.84001212323531
16190,742,21.172663,2039,2024-02-19 10:23:56,52.04591,1,59.7150045549633
32104,742,21.146229,2039,2024-02-19 10:28:40,52.068085,1,57.06336014405684
33872,742,21.141058,2039,2024-02-19 10:29:13,52.072159,1,62.681139669562604
35640,742,21.135626,2039,2024-02-19 10:29:49,52.076466,1,60.595920451062234
37408,742,21.132687,2039,2024-02-19 10:30:12,52.079468,1,60.976705801854806
42711,742,21.125944,2039,2024-02-19 10:31:45,52.086185,1,52.23574140964296
26802,402,21.113714,2041,2024-02-19 10:27:11,52.228188,8,67.02841340760908
28570,402,21.110388,2041,2024-02-19 10:27:33,52.226063,8,53.56461222037853
30338,402,21.105312,2041,2024-02-19 10:28:06,52.222927,8,53.570144499139275
40946,402,21.093113,2041,2024-02-19 10:31:15,52.214939,8,53.436518054637965
42713,402,21.087406,2041,2024-02-19 10:31:46,52.211174,8,66.35183719583978
44480,402,21.083691,2041,2024-02-19 10:32:16,52.207191,8,61.21497462582565
46248,402,21.0732,2041,2024-02-19 10:33:02,52.203743,8,63.48651611392442
48017,402,21.066637,2041,2024-02-19 10:33:27,52.202892,8,65.82959599888981
49786,402,21.057711,2041,2024-02-19 10:33:58,52.201199,8,73.94655235305478
51555,402,21.051359,2041,2024-02-19 10:34:34,52.197754,8,57.80561727497866
9128,191,20.954981,2201,2024-02-19 10:21:37,52.213966,1,57.64804710240767
17966,191,20.942715,2201,2024-02-19 10:24:33,52.205841,1,51.25541926406907
21503,191,20.936462,2201,2024-02-19 10:25:30,52.201733,1,51.400277655101505
12671,517,21.029045,2210,2024-02-19 10:22:50,52.230019,4,70.80477197303415
9141,317,21.061028,2216,2024-02-19 10:21:39,52.171459,3,64.78297194872982
16223,401,20.957596,2228,2024-02-19 10:23:58,52.190228,7,81.40940988071138
25065,401,20.974941,2228,2024-02-19 10:26:33,52.184624,7,66.12588054878621
30369,401,20.98657,2228,2024-02-19 10:28:06,52.181324,7,50.4903143828036
33905,401,20.994045,2228,2024-02-19 10:29:11,52.179897,7,52.556989441570515
42747,105,20.9291809,2231,2024-02-19 10:31:44,52.2230654,770,57.98343879021579
5622,717,20.873085,2232,2024-02-19 10:20:41,52.178005,66,55.1816546304767
7390,717,20.879345,2232,2024-02-19 10:21:11,52.180218,66,59.122258529989864
9157,717,20.884676,2232,2024-02-19 10:21:37,52.180725,66,50.929580095602375
14459,717,20.897682,2232,2024-02-19 10:23:30,52.183887,66,58.04502924204491
23300,717,20.910023,2232,2024-02-19 10:26:02,52.187252,66,56.558931768915926
26837,717,20.919424,2232,2024-02-19 10:27:12,52.18988,66,52.870600270132826
28605,717,20.922972,2232,2024-02-19 10:27:32,52.191914,66,59.60314499491217
30373,717,20.928314,2232,2024-02-19 10:28:07,52.195309,66,53.94811272230861
39213,717,20.936222,2232,2024-02-19 10:30:44,52.201019,66,53.26447192821546
37452,716,20.84993,2239,2024-02-19 10:30:07,52.189125,63,57.186049205082455
5632,523,20.991457,2242,2024-02-19 10:20:40,52.216503,7,56.73377598043826
5642,713,20.831093,2253,2024-02-19 10:20:39,52.21315,1,69.47560471283262
7415,187,20.9350354,2258,2024-02-19 10:21:16,52.2003035,12,50.77739699812492
5649,L22,21.3116176,25181,2024-02-19 10:20:37,52.1267926,2,51.11117140375847
23327,L22,21.3272216,25181,2024-02-19 10:26:05,52.1433098,2,52.585883075611925
25096,L22,21.3231183,25181,2024-02-19 10:26:41,52.1472105,2,51.62604022449996
26864,L22,21.3191295,25181,2024-02-19 10:27:11,52.1505044,2,54.75735840798327
48079,L22,21.3052121,25181,2024-02-19 10:33:25,52.1602965,2,53.08282540547469
37475,L22,21.3040311,25185,2024-02-19 10:30:09,52.161006,1,59.43474050534203
39243,L22,21.3102271,25185,2024-02-19 10:30:45,52.156511,1,65.45722338694584
41011,L22,21.3158801,25185,2024-02-19 10:31:15,52.1533353,1,62.748016772868006
30408,190,21.0846796,3402,2024-02-19 10:27:48,52.2983675,3,53.944776410665725
21570,738,21.1730091,3405,2024-02-19 10:25:33,52.4050935,4,50.92701927818609
33947,738,21.1614093,3405,2024-02-19 10:29:13,52.3910591,4,51.9351420598567
37483,738,21.1577941,3405,2024-02-19 10:30:13,52.3867131,4,54.162897339998786
48090,738,21.1477028,3405,2024-02-19 10:33:28,52.3745961,4,52.84654283879925
49859,738,21.1438686,3405,2024-02-19 10:34:03,52.3700135,4,58.85430023982612
51628,738,21.1404438,3405,2024-02-19 10:34:33,52.366247,4,57.48410392197371
16266,190,21.0235135,3406,2024-02-19 10:23:59,52.2499715,5,56.99642950385212
41020,190,21.0545303,3406,2024-02-19 10:31:14,52.2632606,5,60.64696851138278
42787,190,21.058633,3406,2024-02-19 10:31:44,52.2663971,5,53.61033848786729
35720,112,21.08256,3410,2024-02-19 10:29:44,52.3076566,6,60.56503544304939
41024,112,21.0649799,3410,2024-02-19 10:31:14,52.307635,6,67.72602147807645
30417,112,21.07218,3411,2024-02-19 10:28:07,52.307175,8,55.08216791727398
32185,112,21.079235,3411,2024-02-19 10:28:40,52.3071266,8,52.32911791684201
9202,145,21.1259678,3412,2024-02-19 10:21:35,52.260956,10,53.4407161232766
49867,162,21.0750701,3413,2024-02-19 10:33:57,52.1908616,3,52.180155015576986
26888,512,21.0599918,3418,2024-02-19 10:27:08,52.2682798,3,50.229429044441105
44574,723,20.9951756,3426,2024-02-19 10:32:18,52.297953,476,53.35926846212675
35737,145,21.0110158,3427,2024-02-19 10:29:45,52.2928328,2,54.52568260286834
18057,509,21.0510251,3429,2024-02-19 10:24:31,52.2396493,5,59.96360754713227
30440,527,21.053169,3434,2024-02-19 10:28:08,52.294353,514,50.98199203865475
9228,500,21.047391,3438,2024-02-19 10:21:34,52.2845011,6,53.747541584476046
33981,723,20.9268233,3439,2024-02-19 10:29:10,52.3728353,475,51.26102767140977
12781,509,21.060244,3457,2024-02-19 10:22:45,52.2336056,4,55.29104982332568
42842,705,21.0740268,3461,2024-02-19 10:31:42,52.469177,63,51.90946653230087
11021,500,21.012245,3464,2024-02-19 10:22:25,52.2615821,7,52.42168049811096
12788,500,21.0162988,3464,2024-02-19 10:22:45,52.2626051,7,53.71556388317947
19860,500,21.0279851,3464,2024-02-19 10:24:55,52.2659701,7,54.724353573194385
18103,L12,20.9637463,35137,2024-02-19 10:24:35,52.0347001,683,51.38389507915536
23408,L12,20.967876,35137,2024-02-19 10:26:02,52.0399386,683,52.48733471477859
41089,L12,21.001764,35137,2024-02-19 10:31:15,52.0526078,683,51.54223509647664
9278,178,20.972261,4206,2024-02-19 10:21:34,52.229008,6,51.09750156351999
9279,207,20.87561,4207,2024-02-19 10:21:37,52.189758,2,61.41320504610544
18118,178,20.936346,4208,2024-02-19 10:24:32,52.201595,5,50.946240637702886
9287,154,20.965202,4215,2024-02-19 10:21:37,52.183537,4,54.64122055027163
21662,154,20.946249,4215,2024-02-19 10:25:33,52.178497,4,54.51175255946906
39343,154,20.951738,4215,2024-02-19 10:30:45,52.183231,4,52.97691528469802
44645,154,20.965939,4215,2024-02-19 10:32:17,52.183464,4,61.912310032963795
19896,178,20.94257,4218,2024-02-19 10:24:57,52.205364,7,51.08906680629987
5760,729,20.69911,4224,2024-02-19 10:20:38,52.261692,1,51.495990972055566
9295,729,20.689781,4224,2024-02-19 10:21:38,52.26038,1,56.87646040089078
11062,729,20.679836,4224,2024-02-19 10:22:25,52.261387,1,52.5480431842108
19901,729,20.692633,4224,2024-02-19 10:24:56,52.260101,1,61.46369552561786
21670,729,20.6999519,4224,2024-02-19 10:25:32,52.259401,1,50.417253902507
25207,729,20.7151439,4224,2024-02-19 10:26:39,52.2566814,1,72.6380024574039
26975,729,20.722963,4224,2024-02-19 10:27:12,52.254871,1,62.07476030634012
28743,729,20.728231,4224,2024-02-19 10:27:33,52.253899,1,64.20350402039004
37583,729,20.750191,4224,2024-02-19 10:30:11,52.256039,1,51.89203025748948
11063,714,20.795402,4225,2024-02-19 10:22:21,52.2579661,1,55.839104305045915
12830,714,20.795317,4225,2024-02-19 10:22:48,52.254585,1,50.134090740768094
18134,714,20.807938,4225,2024-02-19 10:24:32,52.253014,1,54.71029126865981
19902,714,20.813536,4225,2024-02-19 10:24:57,52.252655,1,55.1732032870612
2228,129,21.019218,4226,2024-02-19 10:19:40,52.248123,4,60.078366731820616
5762,129,21.00679,4226,2024-02-19 10:20:39,52.246086,4,57.542119084719126
18135,129,20.982561,4226,2024-02-19 10:24:33,52.238113,4,63.90424492722337
30513,129,20.958582,4226,2024-02-19 10:28:05,52.231827,4,50.81902200919091
48192,129,20.931011,4226,2024-02-19 10:33:26,52.223763,4,52.35011253021867
49961,129,20.924074,4226,2024-02-19 10:33:57,52.222,4,59.40918094888798
51730,129,20.917246,4226,2024-02-19 10:34:30,52.220375,4,54.43484311328691
49967,154,20.978327,4232,2024-02-19 10:33:57,52.182724,1,50.51501059651327
48199,122,20.947844,4233,2024-02-19 10:33:27,52.264648,9,57.10194932015301
9322,173,21.2572112,4301,2024-02-19 10:21:39,52.2381159,1,52.45004936315956
18160,173,21.244117,4301,2024-02-19 10:24:35,52.2264714,1,52.6068296264387
16393,153,21.1636174,4302,2024-02-19 10:24:00,52.2750859,3,57.73944997994719
46449,153,21.1750792,4302,2024-02-19 10:33:04,52.2567919,3,56.909029915865936
9325,115,21.1954402,4304,2024-02-19 10:21:38,52.1779937,1,51.30253303540007
46452,146,21.06949,4305,2024-02-19 10:33:05,52.2215076,5,50.496464297233985
51759,146,21.0810587,4305,2024-02-19 10:34:34,52.2212432,5,54.382366689259804
16400,115,21.1768071,4309,2024-02-19 10:24:01,52.1966019,3,51.75150665383598
18168,115,21.1804892,4309,2024-02-19 10:24:35,52.1928779,3,51.269124362487474
32314,115,21.1979457,4309,2024-02-19 10:28:42,52.17543,3,54.14181086795316
9343,119,21.0935174,4322,2024-02-19 10:21:38,52.2151752,3,53.33385967441287
11110,119,21.0862849,4322,2024-02-19 10:22:27,52.210043,3,55.394767013477434
14645,119,21.0770179,4322,2024-02-19 10:23:34,52.2042464,3,51.00110369312466
16413,119,21.0715917,4322,2024-02-19 10:24:00,52.2035707,3,52.24579855425257
25255,119,21.0559474,4322,2024-02-19 10:26:40,52.2006084,3,57.413556977630535
4042,702,21.1966246,4323,2024-02-19 10:20:04,52.1295501,1,50.80081290484333
37632,702,21.1621243,4323,2024-02-19 10:30:10,52.1631111,1,51.842082393978195
35867,168,21.0573995,4326,2024-02-19 10:29:48,52.2080331,1,51.306913030906976
50011,168,21.0805376,4326,2024-02-19 10:33:57,52.2050683,1,84.63138126205432
28805,129,20.9155302,4336,2024-02-19 10:27:35,52.2169372,3,61.06340530956964
27052,134,21.0413,4411,2024-02-19 10:27:11,52.302063,2,59.17670024602151
28820,134,21.035908,4411,2024-02-19 10:27:31,52.30077,2,70.88759291291845
34124,134,21.024485,4411,2024-02-19 10:29:11,52.297657,2,51.46923396106767
39428,134,21.012768,4411,2024-02-19 10:30:45,52.293911,2,52.355314465690185
42963,134,21.004391,4411,2024-02-19 10:31:44,52.291164,2,60.05461646387783
48267,134,20.991751,4411,2024-02-19 10:33:23,52.285885,2,65.21481766868644
50036,134,20.983793,4411,2024-02-19 10:33:58,52.282265,2,69.38575295284915
51805,134,20.976751,4411,2024-02-19 10:34:34,52.278976,2,60.26991289456674
14676,173,21.241827,4413,2024-02-19 10:23:34,52.249706,8,50.8769653431909
37662,173,21.201715,4413,2024-02-19 10:30:10,52.247658,8,59.11721327397526
39430,173,21.19521,4413,2024-02-19 10:30:41,52.248032,8,51.65427623887771
50047,156,20.986801,4422,2024-02-19 10:33:59,52.28331,2,58.98711291423388
51816,156,20.993116,4422,2024-02-19 10:34:29,52.286209,2,64.44721760447214
12920,134,20.98737,4425,2024-02-19 10:22:47,52.283543,1,56.341821188074306
14688,134,20.995255,4425,2024-02-19 10:23:33,52.287155,1,52.43944352325765
16456,134,20.999697,4425,2024-02-19 10:23:58,52.289169,1,54.15533556873977
21761,134,21.011826,4425,2024-02-19 10:25:30,52.293106,1,50.886597505861815
34138,134,21.040201,4425,2024-02-19 10:29:11,52.301487,1,51.908611001467435
35906,134,21.047604,4425,2024-02-19 10:29:47,52.303356,1,54.458125964528236
41210,134,21.060282,4425,2024-02-19 10:31:17,52.306408,1,52.33783112004863
51819,134,21.05344,4425,2024-02-19 10:34:29,52.305264,1,52.25572680027387
2318,156,20.985109,4426,2024-02-19 10:19:43,52.282871,3,59.069728614193345
4085,156,20.979755,4426,2024-02-19 10:20:05,52.280468,3,73.91759052382179
48287,122,20.980066,4431,2024-02-19 10:33:23,52.284103,1,53.14509520293012
32380,521,21.1072437,5201,2024-02-19 10:28:36,52.2413992,5,54.68089197123475
12939,706,20.936989,5211,2024-02-19 10:22:47,52.169599,1,51.7235242987085
2341,713,20.9145483,5216,2024-02-19 10:19:35,52.2147385,05,57.014621161182966
34163,713,20.9127153,5217,2024-02-19 10:29:05,52.219354,3,50.95128410154824
35931,713,20.9046316,5217,2024-02-19 10:29:45,52.2174761,3,53.005792272528495
11183,523,21.0410152,5222,2024-02-19 10:22:27,52.2238042,8,56.17800450649545
34168,523,20.9987788,5222,2024-02-19 10:29:06,52.2169852,8,54.26304494638012
4121,136,21.0215658,5229,2024-02-19 10:20:00,52.1661212,7,63.906467816609926
18262,172,20.986264,5230,2024-02-19 10:24:28,52.198079,6,51.43387703463816
32428,517,20.9528825,5253,2024-02-19 10:28:41,52.2121745,6,51.61582377525125
39500,517,20.9626172,5253,2024-02-19 10:30:41,52.2167732,6,59.208349800331106
20051,191,20.9138389,5254,2024-02-19 10:24:50,52.1993629,5,51.270735957214406
28897,184,20.928703,5259,2024-02-19 10:27:21,52.264396,5,56.857422799577726
44810,132,20.9891,5402,2024-02-19 10:32:17,52.2843,2,51.82464548315927
46578,132,20.996986,5402,2024-02-19 10:33:05,52.287956,2,50.478770430552984
48347,132,21.0033757,5402,2024-02-19 10:33:26,52.2903651,2,87.51838477133093
51885,132,21.0120884,5402,2024-02-19 10:34:33,52.293203,2,54.574930895351976
37741,160,21.055181,5403,2024-02-19 10:30:11,52.26376,519,53.54446559796705
20065,738,21.082327,5409,2024-02-19 10:24:58,52.295578,3,71.64008363968313
21834,738,21.078812,5409,2024-02-19 10:25:33,52.291378,3,53.963416500670874
30675,738,21.070829,5409,2024-02-19 10:28:05,52.281647,3,52.069475801476244
46587,509,20.976562,5412,2024-02-19 10:33:02,52.31456,8,52.2796592275466
44820,500,21.011768,5413,2024-02-19 10:32:16,52.261425,1,55.81281078042864
4163,160,21.054588,5416,2024-02-19 10:20:07,52.263329,517,52.2269463920566
13001,509,20.972635,5418,2024-02-19 10:22:48,52.320477,12,54.592377151865364
51902,132,21.032707,5420,2024-02-19 10:34:29,52.300034,5,50.53176101236623
37764,145,21.120743,5428,2024-02-19 10:30:12,52.267532,6,58.417130384636415
34229,511,20.960577,5429,2024-02-19 10:29:15,52.310917,2,78.4928049198485
35997,511,20.953955,5429,2024-02-19 10:29:45,52.307995,2,66.62320722287514
37765,511,20.948996,5429,2024-02-19 10:30:10,52.305569,2,62.17776461825225
39533,511,20.942007,5429,2024-02-19 10:30:46,52.302212,2,60.42806896847769
41301,511,20.936293,5429,2024-02-19 10:31:16,52.299408,2,59.78056789557296
43068,511,20.933432,5429,2024-02-19 10:31:42,52.296631,2,50.533925968026196
36003,511,20.933485,5435,2024-02-19 10:29:47,52.29623,1,50.34541917298397
37771,511,20.936665,5435,2024-02-19 10:30:12,52.299484,1,60.699406645262634
39539,511,20.943249,5435,2024-02-19 10:30:45,52.302704,1,62.537415983931155
41307,511,20.949469,5435,2024-02-19 10:31:18,52.305679,1,58.573424170996624
43074,511,20.955332,5435,2024-02-19 10:31:46,52.308487,1,65.10120652145855
44841,511,20.963438,5435,2024-02-19 10:32:20,52.311874,1,70.67355752606379
46609,511,20.972536,5435,2024-02-19 10:33:05,52.315098,1,57.18821091219846
39546,199,21.081432,5442,2024-02-19 10:30:46,52.294201,2,53.01916819720644
5956,731,20.945768,5443,2024-02-19 10:20:40,52.363682,478,52.9413188217724
20097,731,20.944853,5443,2024-02-19 10:24:57,52.351505,478,51.59672981271336
21868,527,21.058432,5445,2024-02-19 10:25:29,52.300522,515,55.04106086532912
28941,527,21.062012,5445,2024-02-19 10:27:31,52.309639,515,51.061144597661865
28947,509,21.026918,5451,2024-02-19 10:27:34,52.25835,14,53.57313296989532
44857,509,21.013638,5451,2024-02-19 10:32:19,52.276382,14,55.152187547479926
50163,509,21.007765,5451,2024-02-19 10:33:59,52.285683,14,54.89940588532506
51932,509,21.00354,5451,2024-02-19 10:34:33,52.289948,14,58.713953877686976
4206,723,20.974253,5460,2024-02-19 10:20:06,52.317699,470,52.62674134370514
41335,503,21.0458657,5872,2024-02-19 10:31:11,52.1872637,1,54.627039516754934
5978,503,21.041037,5875,2024-02-19 10:20:41,52.195629,12,55.64554133113409
14815,503,21.045145,5875,2024-02-19 10:23:31,52.182583,12,61.94342119722803
37801,503,21.043224,5875,2024-02-19 10:30:10,52.157036,12,59.84630165691055
16589,503,21.042671,5882,2024-02-19 10:23:57,52.157455,11,60.886790471950356
28972,519,21.081539,5887,2024-02-19 10:27:32,52.166683,5,54.33599485692954
48421,127,20.95277,5889,2024-02-19 10:33:24,52.212467,2,51.16592273982675
13064,175,20.97928,5893,2024-02-19 10:22:50,52.173878,405,54.781033843402575
46662,116,21.040024,5900,2024-02-19 10:32:58,52.196671,4,53.49624322847589
20161,503,21.039087,5920,2024-02-19 10:24:56,52.161541,8,56.584282583098634
29003,503,21.039536,5920,2024-02-19 10:27:36,52.169262,8,50.15588502485117
2493,116,21.0395,5927,2024-02-19 10:19:39,52.197,3,55.64980761429924
34327,180,21.051384,5940,2024-02-19 10:29:09,52.199066,5,50.045170567004355
52012,180,21.0779,5944,2024-02-19 10:34:30,52.1748,438,58.42982542335241
7821,518,20.989086,5954,2024-02-19 10:21:13,52.2659,7,51.052639621793055
41412,518,20.99057,5954,2024-02-19 10:31:17,52.284992,7,68.43134126807944
43179,518,20.996641,5954,2024-02-19 10:31:42,52.287743,7,74.00234396284526
44946,518,21.004263,5954,2024-02-19 10:32:19,52.291035,7,61.746964921326686
46714,518,20.996931,5954,2024-02-19 10:33:04,52.296303,7,61.54136598809103
48483,518,20.993753,5954,2024-02-19 10:33:24,52.299294,7,71.39353151484067
50252,518,20.989336,5954,2024-02-19 10:33:58,52.303684,7,60.68550546155001
13131,518,20.993951,5963,2024-02-19 10:22:32,52.2989,3,50.689297607450534
14899,518,20.999736,5963,2024-02-19 10:23:32,52.291663,3,53.744242817162146
16667,518,20.998721,5963,2024-02-19 10:23:52,52.289093,3,52.91837491537088
18435,518,20.991378,5963,2024-02-19 10:24:32,52.285569,3,57.13439042029034
20203,518,20.987659,5963,2024-02-19 10:24:52,52.283866,3,56.879760303215235
21972,518,20.980865,5963,2024-02-19 10:25:32,52.280729,3,52.11252291256186
23740,518,20.977523,5963,2024-02-19 10:25:52,52.279089,3,52.4616597548083
4298,180,20.942163,5966,2024-02-19 10:20:03,52.269413,12,51.71774362839448
52048,180,21.071623,5981,2024-02-19 10:34:25,52.179718,6,52.476477220570786
21992,518,21.022,5983,2024-02-19 10:25:31,52.2292,2,78.10512020718753
37921,116,21.026358,5999,2024-02-19 10:30:11,52.214737,10,51.440036135136864
25550,L18,20.83484,60055,2024-02-19 10:26:41,52.2746376,1,63.10430637859962
